x,y
0.8441942021514439,4.429117299245332
0.31651889342103334,3.080813745337581
0.6844331991889248,3.1739617924299677
0.6785852805578269,3.830475999477125
0.01610189651541638,2.848391027019602
0.037835323091366835,4.869962683299267
0.9874483063460926,4.290854895190109
0.6616361375793328,4.006857668775734
0.0997662206462212,3.2399123310932167
0.29989293209080514,4.017881258819029
0.04655587916813819,3.294156753967252
0.619520529907012,4.28049243047771
0.6084082108758463,3.347232720669399
0.12416417370711719,2.5995404145557353
0.7502451840898704,4.574010048854119
0.1710537170271781,4.313458016939329
0.11950091471551849,3.493077401647871
0.049208244399945644,5.3915333473042
0.8027658683155627,5.8439476916896655
0.7760470985487955,5.115286666706237
0.19138374820337845,2.4019367076116453
0.10360776334183375,3.021446454960915
0.29522077715516126,3.134410002594287
0.5578269893777092,6.378303649773631
0.30151842049346034,5.282562666933501
0.5738738053661777,3.66061115051037
0.2018158294725989,2.740933171261866
0.15933153497151886,3.4150227356539427
0.7261558375859969,3.755994401298843
0.12170076646953876,2.5712174488128072
0.510785188765792,4.811146501744521
0.2918880140102039,3.5635406434356174
0.22977710035887156,2.5804271615360452
0.8848264299929224,5.76242354649307
0.4112943097004125,1.6197778145485442
0.8360280284593797,6.149056288489329
0.882055853271228,5.3181016333150035
0.1644361003365321,1.3612946810069857
0.13383219476022035,3.534493223224586
0.8335255164727936,2.735163195405941
0.2716939533510644,4.620038631281295
0.890816914608672,6.682083938758689
0.6456351643647302,3.8567149421338187
0.012326044586662532,3.5722425791120433
0.5074487818459326,4.004504318691089
0.8763789874907078,4.056597621720244
0.5655290033088489,5.428121098869258
0.751992509994913,4.477502637694438
0.8003992295992898,4.708653598334418
0.1934589121428304,3.7383438544951124
0.9709678482077583,5.442745784682863
0.24791370404104907,3.542267949464006
0.5441619031637885,2.7870251432286466
0.7414309241845073,4.069007444855983
0.67803106791224,6.418160862354238
0.9704517893455488,3.0358507238543178
0.7868669197809443,4.063870951209343
0.6544138843672394,2.381404567166479
0.7240921008512269,5.383867998838656
0.5480243012120523,4.315161936999395
0.8357003170851803,3.672426114650759
0.46903473618541947,3.508779784781945
0.5691960364068223,4.530531965477234
0.2081708772712696,4.5777634446860995
0.846584300485816,3.1947509541050847
0.9158369425651377,4.732361318919772
0.4187418530588788,4.533466086797036
0.7257399005659425,5.1890269467061465
0.040355953697992164,3.2153698301041578
0.27215681163269767,2.9571879761997693
0.5686092123630839,3.971989200971097
0.35590600891422475,2.208219368705488
0.920673608158247,3.9380961376210344
0.4798831763033867,3.4217964765852806
0.6213244730070354,4.212373569475553
0.19546596564372076,4.785406516271226
0.02116628520054009,2.3815704476487065
0.46167391199909014,4.676721334050424
0.5777829367269498,5.70921898711438
0.4055109584982258,3.83863477768795
0.7924710731739087,4.826907523186063
0.84936844994852,3.3048777768894326
0.809835817872684,6.242278830487818
0.6832041790523753,4.622385653527595
0.7141772591008687,4.217066458878765
0.4512674961566314,3.2546734600065443
0.8876550936332501,5.486012302083552
0.7625331227748736,5.574130627903575
0.06808362478965135,3.846902122881743
0.9448123764983152,4.35207784748834
0.4166658053899658,2.4872009090009204
0.6052771800761783,3.8185311428606354
0.1794724817742468,3.677494370878895
0.2740333157807272,1.3281239956110809
0.9719225013943159,5.762007966965039
0.6161252174653262,5.5395151548202
0.7161286480958112,4.137661399917331
0.5699713309425186,4.187341432970013
0.0953903733796293,3.648713729731692
0.6428012486804827,4.291227911263742
